STD_CITY,PROPERTY_ID,PROPERTY_CATEGORY_NAME,PROPERTY_NAME_TEXT,ORIGINAL_LOAN_AMOUNT,LOAN_MATURITY_DATE,OPIIS_SIZE_CATEGORY
Traverse City               ,800244132.0,Insured-Unsubsidized,BAY HILL APARTMENTS,5192061.0,3/1/2052 12:00:00 AM,High-Medium
Pasadena                    ,800243990.0,Insured-Unsubsidized,The California-Pasadena Convalescent Hospital,4697200.0,10/1/2047 12:00:00 AM,High-Medium
Lewisville                  ,800243992.0,Insured-Unsubsidized,Tower Bay Lofts,47203000.0,8/1/2060 12:00:00 AM,
Ingleside                   ,800244194.0,Insured-Unsubsidized,Portside Villas Apartments,5830000.0,2/1/2052 12:00:00 AM,Large
West Dundee                 ,800244196.0,Insured-Unsubsidized,Spring Hill Senior Residences,4000000.0,9/1/2060 12:00:00 AM,
Baton Rouge                 ,800245455.0,Insured-Unsubsidized,The Highland Club Apartments(223F),31360000.0,8/1/2056 12:00:00 AM,
San Antonio                 ,800245456.0,Insured-Unsubsidized,Trails at Leon Creek,35000000.0,12/1/2060 12:00:00 AM,
Detroit                     ,800245436.0,Insured-Unsubsidized,GARFIELD LOFTS,5195600.0,3/1/2056 12:00:00 AM,Large
Aurora                      ,800245437.0,Insured-Unsubsidized,ALDEN HORIXON SENIOR LIVING COMMUNITY,3750000.0,12/1/2052 12:00:00 AM,High-Medium
Southaven                   ,800247291.0,Insured-Unsubsidized,Desoto Healthcare Center,12639400.0,4/1/2054 12:00:00 AM,
Charlotte                   ,800243466.0,Insured-Unsubsidized,Mallard Creek Apartments,34827500.0,1/1/2060 12:00:00 AM,
Cuyahoga Falls              ,800243473.0,Insured-Subsidized,Portage Trail Village,3137400.0,10/1/2051 12:00:00 AM,High-Medium
Mound                       ,800244265.0,Insured-Subsidized,BALSAM HILL APTS AND TH,721000.0,6/1/2048 12:00:00 AM,Low
Hopkins                     ,800244267.0,Insured-Unsubsidized,Oxford Village Apartments,885000.0,9/1/2048 12:00:00 AM,Low-Medium
Lynchburg                   ,800245620.0,Insured-Unsubsidized,Runk and Pratt Senior Living at Lynchburg,13168000.0,3/1/2056 12:00:00 AM,
Pawtucket                   ,800244119.0,Insured-Subsidized,PROSPECT HEIGHTS PHASE I,1725000.0,4/1/2059 12:00:00 AM,Low-Medium
Bartlesville                ,800243097.0,Insured-Unsubsidized,Heritage Villa Nursing Center,5328000.0,9/1/2046 12:00:00 AM,High-Medium
Brooklyn                    ,800243102.0,Insured-Unsubsidized,Boro Park Center for Rehab & Healthcare,78399600.0,7/1/2052 12:00:00 AM,
Eagle                       ,800243105.0,Insured-Unsubsidized,The Lakes at Eagle Apartments,36615700.0,12/1/2059 12:00:00 AM,
Dinuba                      ,800243106.0,Insured-Unsubsidized,Dinuba Healthcare,5548600.0,1/1/2047 12:00:00 AM,Large
Overland Park               ,800243767.0,Insured-Unsubsidized,Life Care - Garden Terrace at Overland Park,12879000.0,6/1/2047 12:00:00 AM,
Cambridge                   ,800243773.0,Insured-Unsubsidized,Auburn Court,14400000.0,6/1/2048 12:00:00 AM,
Orinda                      ,800242866.0,Insured-Unsubsidized,Orinda Rehabilitation & Convalescent Hospital,4176000.0,8/1/2048 12:00:00 AM,High-Medium
New Braunfels               ,800242867.0,Insured-Unsubsidized,Northwood Apartments Phase II,10731900.0,10/1/2057 12:00:00 AM,
Clarkston                   ,800243236.0,Insured-Unsubsidized,ENCORE AT DEERHILL,20153500.0,9/1/2061 12:00:00 AM,
Austin                      ,800243201.0,Insured-Unsubsidized,Rgcy-TX-Reit-Windsor Nursing & Rehab Ctr Duval,19248000.0,10/1/2047 12:00:00 AM,
Columbus                    ,800242248.0,Insured-Unsubsidized,Grove Park Apartments,17400000.0,4/1/2051 12:00:00 AM,
Denver                      ,800243762.0,Insured-Unsubsidized,Life Care - Hallmark Nursing Center,12738600.0,6/1/2047 12:00:00 AM,
Berwyn                      ,800242256.0,Insured-Unsubsidized,BERWYN GROVE,5664400.0,2/1/2051 12:00:00 AM,Large
Philadelphia                ,800242787.0,Insured-Unsubsidized,7400 Roosevelt Apartments,17085100.0,2/1/2056 12:00:00 AM,
Monahans                    ,800242322.0,Insured-Unsubsidized,MISSION VILLAGE OF MONAHANS,2232000.0,4/1/2057 12:00:00 AM,High-Medium
Cincinnati                  ,800242790.0,Insured-Unsubsidized,Caring Place - Western Hills,5279900.0,9/1/2047 12:00:00 AM,
Austin                      ,800242160.0,Insured-Unsubsidized,The Timbers Apts,8895100.0,11/1/2056 12:00:00 AM,Large
Sheboygan                   ,800242161.0,Insured-Unsubsidized,GARTON TOY FACTORY APARTMENT HOMES,4281000.0,12/1/2050 12:00:00 AM,High-Medium
Thornton                    ,800245469.0,Insured-Unsubsidized,Larkridge Apartments,60014000.0,4/1/2061 12:00:00 AM,
Littleton                   ,800240566.0,Insured-Unsubsidized,Pondside At Littleton,14390200.0,3/1/2056 12:00:00 AM,Large
Dripping Springs            ,800243331.0,Insured-Unsubsidized,Merritt Hill Country,9119000.0,8/1/2061 12:00:00 AM,Large
Hutto                       ,800244586.0,Insured-Unsubsidized,NORTH CREEK APARTMENTS,35904500.0,5/1/2059 12:00:00 AM,
Cabot                       ,800244591.0,Insured-Unsubsidized,Woodland Cardinal Apartments,7375000.0,10/1/2052 12:00:00 AM,Large
Quincy                      ,800244627.0,Insured-Unsubsidized,The Watson,29351000.0,12/1/2059 12:00:00 AM,
Valparaiso                  ,800243838.0,Insured-Unsubsidized,Trilogy - Avalon Springs Health Campus,18960000.0,5/1/2052 12:00:00 AM,
Bedford                     ,800243839.0,Insured-Unsubsidized,Trilogy - Stonebridge Health Campus,10560000.0,5/1/2052 12:00:00 AM,
Fredericksburg              ,800247127.0,Insured-Unsubsidized,Windover Villas,15800000.0,11/1/2053 12:00:00 AM,
Auburn                      ,800247452.0,Insured-Unsubsidized,PLUM-Westview Healthcare Center,11000000.0,11/1/2054 12:00:00 AM,
Inwood                      ,800247289.0,Insured-Unsubsidized,Inwood Terrace Apts.,31658700.0,1/1/2054 12:00:00 AM,
Wilmington                  ,800243951.0,Insured-Unsubsidized,Cypress Cove Apartments,16333600.0,7/1/2059 12:00:00 AM,
Welsh                       ,800247293.0,Insured-Unsubsidized,Golden Age of Welsh,6970000.0,5/1/2049 12:00:00 AM,Large
Dover                       ,800247294.0,Insured-Unsubsidized,The Inn at Northwood Village,13945300.0,12/1/2053 12:00:00 AM,
Orlando                     ,800242998.0,Insured-Unsubsidized,Hawthorne Groves,32811900.0,10/1/2051 12:00:00 AM,
Sparta                      ,800244715.0,Insured-Unsubsidized,Providence of Sparta Health & Rehabilitation,3039300.0,11/1/2047 12:00:00 AM,High-Medium
Lebanon                     ,800244716.0,Insured-Unsubsidized,Arba Cedar Haven Healthcare Center,23027500.0,1/1/2048 12:00:00 AM,
Rock Island                 ,800245623.0,Insured-Unsubsidized,Sunset Heights,4487200.0,1/1/2053 12:00:00 AM,High-Medium
Fort Worth                  ,800245624.0,Insured-Subsidized,CANDLETREE APARTMENTS (RAD),8339700.0,4/1/2053 12:00:00 AM,Large
Ashburn                     ,800244180.0,Insured-Unsubsidized,Ashburn Meadows I and II,66800000.0,3/1/2056 12:00:00 AM,
New York                    ,800244181.0,Insured-Unsubsidized,Upper East Side Rehabilitation & Nursing Center,126925400.0,6/1/2053 12:00:00 AM,
Tonawanda                   ,800244182.0,Insured-Unsubsidized,Elderwood Assisted Living at Tonawanda,11838100.0,10/1/2052 12:00:00 AM,
East Orange                 ,800244577.0,Insured-Unsubsidized,Aura 240 Apartments,21280000.0,12/1/2052 12:00:00 AM,
Grundy                      ,800243977.0,Insured-Unsubsidized,Heritage Hall Grundy,8820000.0,12/1/2052 12:00:00 AM,Large
San Antonio                 ,800243202.0,Insured-Unsubsidized,Rgcy-TX-Reit- Windsor Mission Oaks,14208000.0,8/1/2049 12:00:00 AM,
Edinburg                    ,800243239.0,Insured-Unsubsidized,Rgcy-TX-Reit - Edinburg Nursing & Rehab Ctr,14232000.0,1/1/2052 12:00:00 AM,
Elgin                       ,800243240.0,Insured-Unsubsidized,Rgcy-TX-Reit - Elgin Nursing & Rehab Center,10946400.0,10/1/2052 12:00:00 AM,
Harlingen                   ,800243204.0,Insured-Unsubsidized,Rgcy-TX-Reit - Windsor Atrium,15352000.0,4/1/2052 12:00:00 AM,
Cherryville                 ,800243987.0,Insured-Unsubsidized,Trefzger - Somerset Court Cherryville,493700.0,3/1/2040 12:00:00 AM,High-Medium
Carbondale                  ,800243763.0,Insured-Unsubsidized,Life Care - Heritage Park Care Center & AL,4171700.0,6/1/2052 12:00:00 AM,High-Medium
Union                       ,800242290.0,Insured-Unsubsidized,Formation - Hilltop Manor Nursing Home,4342500.0,9/1/2049 12:00:00 AM,High-Medium
Bradenton                   ,800242257.0,Insured-Unsubsidized,Formation - Bradenton Health Care,0.0,,
Starkville                  ,800242320.0,Insured-Unsubsidized,Formation - Starkville Manor,8435300.0,9/1/2051 12:00:00 AM,Large
Murrells Inlet              ,800242815.0,Insured-Unsubsidized,Waterleaf at Murrell's Inlet,29423300.0,12/1/2058 12:00:00 AM,
Cincinnati                  ,800242817.0,Insured-Unsubsidized,Covenant Village SNF,14000000.0,9/1/2051 12:00:00 AM,
Andrews                     ,800242327.0,Insured-Unsubsidized,Formation - Valley View Care & Rehab Center,2751700.0,11/1/2051 12:00:00 AM,High-Medium
Raleigh                     ,800240560.0,Insured-Unsubsidized,Calvary Trace,2860000.0,1/1/2056 12:00:00 AM,High-Medium
Mansfield                   ,800240567.0,Insured-Unsubsidized,Station Pointe I,24240000.0,1/1/2056 12:00:00 AM,
Temperance                  ,800243328.0,Insured-Unsubsidized,CROSS CREEK APARTMENTS,5704000.0,11/1/2051 12:00:00 AM,Large
Novi                        ,800243329.0,Insured-Unsubsidized,MANCHESTER THIRTEEN,33310800.0,12/1/2061 12:00:00 AM,
Lacey                       ,800244151.0,Insured-Unsubsidized,TOSCANA APARTMENT HOMES,34080000.0,6/1/2056 12:00:00 AM,
Amherst                     ,800241620.0,Insured-Unsubsidized,ROLLING GREEN APTS.,30671200.0,1/1/2055 12:00:00 AM,
Wilmington                  ,800241623.0,Insured-Unsubsidized,RESIDENCES AT MIDTOWN,36549800.0,7/1/2060 12:00:00 AM,
Las Vegas                   ,800245018.0,Insured-Unsubsidized,Sunrise Senior Village,2704400.0,7/1/2052 12:00:00 AM,High-Medium
Weymouth                    ,800244199.0,Insured-Unsubsidized,Stone Run East,15768100.0,6/1/2056 12:00:00 AM,
Thornton                    ,800246651.0,Insured-Unsubsidized,Crossing Pointe,4920000.0,8/1/2060 12:00:00 AM,
Leander                     ,800246653.0,Insured-Unsubsidized,Hills at Leander,26468500.0,4/1/2060 12:00:00 AM,
Fishersville                ,800246656.0,Insured-Unsubsidized,Goose Creek Apts. Phase 2,23441500.0,3/1/2061 12:00:00 AM,
Fuquay-Varina               ,800242541.0,Insured-Unsubsidized,Meridian at Broad Street,39820400.0,5/1/2062 12:00:00 AM,
Dunkirk                     ,800243527.0,Insured-Unsubsidized,Chautauqua Nursing & Rehabilitation Center,16500000.0,12/1/2050 12:00:00 AM,
Westbury                    ,800243529.0,Insured-Unsubsidized,Amber Court of Westbury,22729300.0,4/1/2051 12:00:00 AM,
Saint Johns                 ,800242999.0,Insured-Unsubsidized,CASTLE ST. JOHN APARTMENTS,1619700.0,1/1/2058 12:00:00 AM,Low-Medium
Atlantic City               ,800243001.0,Insured-Unsubsidized,The Beach at South Inlet,23714266.0,8/1/2050 12:00:00 AM,
Winter Haven                ,800244718.0,Insured-Unsubsidized,SBK0463 Spring Lake Rehabilitation Center,17108900.0,5/1/2054 12:00:00 AM,
Windcrest                   ,800244273.0,Insured-Unsubsidized,Granite-Caraday Windcrest,8934400.0,11/1/2047 12:00:00 AM,Large
Coeur D Alene               ,800244184.0,Insured-Unsubsidized,Riverstone Place Apartments,8278000.0,6/1/2052 12:00:00 AM,Large
Balch Springs               ,800244579.0,Insured-Unsubsidized,STONELEIGH ON CARTWRIGHT APARTMENTS,25722100.0,7/1/2052 12:00:00 AM,
Goshen                      ,800244581.0,Insured-Unsubsidized,MEADOWVIEW TOWNHOMES,12000000.0,5/1/2052 12:00:00 AM,
Columbia                    ,800242659.0,Insured-Unsubsidized,Waters at Berryhill (fka Stoney Creek Apartments),7939000.0,5/1/2053 12:00:00 AM,Large
Westlake                    ,800242692.0,Insured-Unsubsidized,THE RESIDENCES AT CROCKER PARK,20160000.0,11/1/2056 12:00:00 AM,
Oakland                     ,800242750.0,Insured-Unsubsidized,Rechnitz - Oakland Healthcare & Wellness Center,18960000.0,10/1/2052 12:00:00 AM,
Atlanta                     ,800242677.0,Insured-Unsubsidized,The Remington,10350000.0,4/1/2061 12:00:00 AM,Large
Thibodaux                   ,800242680.0,Insured-Unsubsidized,Acadia Apartment Homes,25288200.0,10/1/2058 12:00:00 AM,
Whitsett                    ,800242343.0,Insured-Unsubsidized,Stoney Creek Apartments,14651000.0,6/1/2058 12:00:00 AM,
Meridian                    ,800242323.0,Insured-Unsubsidized,Formation - The Oaks Rehab & Healthcar,5638000.0,9/1/2049 12:00:00 AM,Large
Palm Bay                    ,800242324.0,Insured-Unsubsidized,Formation - The Palms Rehab & Healthcare Center,0.0,,Large
Mesa                        ,800242806.0,Insured-Unsubsidized,AHC - Advanced Health Care of Mesa,9942200.0,1/1/2052 12:00:00 AM,Large
Bryan                       ,800242349.0,Insured-Unsubsidized,Residence at Oakmont,29484900.0,4/1/2059 12:00:00 AM,
Eugene                      ,800243777.0,Insured-Unsubsidized,Parkside Place Apartments,5560000.0,4/1/2052 12:00:00 AM,Large
East Wenatchee              ,800243327.0,Insured-Unsubsidized,Bonaventure of East Wenatchee,23489700.0,10/1/2035 12:00:00 AM,
Batavia                     ,800244582.0,Insured-Unsubsidized,OLIVE BRANCH TOWNHOMES,15277500.0,5/1/2052 12:00:00 AM,
Detroit                     ,800241633.0,Insured-Unsubsidized,Advantage Living Center - Northwest,8320000.0,4/1/2046 12:00:00 AM,Large
Baltimore                   ,800244593.0,Insured-Unsubsidized,The Woodberry aka Cold Spring Station Apts,64503200.0,10/1/2060 12:00:00 AM,
Columbus                    ,800245015.0,Insured-Unsubsidized,OLENTANGY VILLAGE APARTMENTS,35960000.0,12/1/2052 12:00:00 AM,
Green Bay                   ,800246652.0,Insured-Unsubsidized,WHITNEY SCHOOL LOFTS,4319500.0,5/1/2060 12:00:00 AM,High-Medium
Boston                      ,800246657.0,Insured-Subsidized,LPI Portfolio,26000000.0,4/1/2061 12:00:00 AM,
Frankfort                   ,800246658.0,Insured-Unsubsidized,Encore - Bradford Square,8536000.0,2/1/2053 12:00:00 AM,Large
Greeley                     ,800243905.0,Insured-Unsubsidized,Porter House Apartments,6500000.0,10/1/2056 12:00:00 AM,Large
Lakeside                    ,800242542.0,Insured-Unsubsidized,Maplewood Apartments,4710000.0,4/1/2034 12:00:00 AM,High-Medium
Detroit                     ,800243003.0,Insured-Unsubsidized,GRAPHIC ARTS LOFTS,3257000.0,7/1/2056 12:00:00 AM,High-Medium
Fort Collins                ,800245139.0,Insured-Unsubsidized,Village Cooperative of Fort Collins,11686300.0,1/1/2059 12:00:00 AM,
Salt Lake City              ,800245055.0,Insured-Unsubsidized,Millcreek Rehabilitation & Nursing,4192100.0,6/1/2048 12:00:00 AM,High-Medium
San Angelo                  ,800244276.0,Insured-Unsubsidized,Granite-Caraday Regency,7267700.0,11/1/2047 12:00:00 AM,Large
Honolulu                    ,800245514.0,Insured-Unsubsidized,Hale Kewalo Apartments,13900000.0,6/1/2059 12:00:00 AM,
Mobile                      ,800245516.0,Insured-Unsubsidized,THE COTTAGES OF SCHILLINGERS POINTE,32960000.0,5/1/2061 12:00:00 AM,
Topeka                      ,800243574.0,Insured-Unsubsidized,HORSESHOE BEND,6329400.0,1/1/2052 12:00:00 AM,Large
Junction City               ,800244047.0,Insured-Unsubsidized,CORONADO PARK,3470100.0,6/1/2052 12:00:00 AM,High-Medium
Charlotte                   ,800244051.0,Insured-Unsubsidized,Southside Homes,24126600.0,6/1/2052 12:00:00 AM,
Bronx                       ,800242695.0,Insured-Unsubsidized,Serviam Heights,16070000.0,3/1/2054 12:00:00 AM,
Birmingham                  ,800242697.0,Insured-Unsubsidized,Woodmere Creek Apartments,21600000.0,6/1/2051 12:00:00 AM,
Apex                        ,800243139.0,Insured-Unsubsidized,Flats at 540,30930200.0,7/1/2058 12:00:00 AM,
Newhall                     ,800243141.0,Insured-Unsubsidized,Santa Clarita Post Acute Care Center,5954100.0,5/1/2047 12:00:00 AM,Large
Pasadena                    ,800243154.0,Insured-Unsubsidized,Windrose Apartments & Bungalows,35721500.0,,
Kingwood                    ,800239929.0,Insured-Unsubsidized,Kingwood Senior Village,4900000.0,8/1/2049 12:00:00 AM,High-Medium
Clinton Township            ,800239876.0,Insured-Unsubsidized,GEORGETOWN COMMONS APARTMENTS,22056000.0,3/1/2055 12:00:00 AM,
Baltimore                   ,800237613.0,Insured-Unsubsidized,Attman2-Future Care Cold Spring,7369300.0,8/1/2043 12:00:00 AM,Large
Bainbridge Island           ,800238321.0,Insured-Unsubsidized,ISLANDER MHP,4330600.0,7/1/2048 12:00:00 AM,High-Medium
Baltimore                   ,800238325.0,Insured-Unsubsidized,Orchard Ridge Rental Phase IV,4185000.0,2/1/2055 12:00:00 AM,High-Medium
Belton                      ,800240020.0,Insured-Unsubsidized,MARKEY MEADOW TOWNHOMES,6860600.0,1/1/2050 12:00:00 AM,Large
Great Falls                 ,800238375.0,Insured-Unsubsidized,Sabra - Missouri River Care & Rehabilitation,11600000.0,5/1/2044 12:00:00 AM,
Harker Heights              ,800240023.0,Insured-Unsubsidized,House - Indian Oaks Living Center,9328000.0,3/1/2050 12:00:00 AM,Large
Normal                      ,800237562.0,Insured-Unsubsidized,PARKWAY COURT APARTMENTS II,3346200.0,6/1/2056 12:00:00 AM,High-Medium
Frederick                   ,800241441.0,Insured-Unsubsidized,Baker Place II,9500000.0,7/1/2050 12:00:00 AM,Large
Waterville                  ,800220820.0,Insured-Unsubsidized,Sandy River-Oak Grove Nursing Center,6330400.0,1/1/2054 12:00:00 AM,Large
Nampa                       ,800241747.0,Insured-Unsubsidized,Gateway Crossing Apartments,2644500.0,10/1/2050 12:00:00 AM,High-Medium
Torrance                    ,800241754.0,Insured-Unsubsidized,Genesis-Spring Senior Assisted Living,3735500.0,9/1/2041 12:00:00 AM,High-Medium
Taunton                     ,800238659.0,Insured-Unsubsidized,Taunton Woods,9417200.0,4/1/2055 12:00:00 AM,Large
Malden                      ,800239969.0,Insured-Unsubsidized,MALDEN GARDENS APARTMENTS,13800000.0,7/1/2055 12:00:00 AM,
Tyrone                      ,800237831.0,Insured-Unsubsidized,Colonial-Courtyards Tyrone,3368000.0,5/1/2049 12:00:00 AM,High-Medium
Fort Washington             ,800240649.0,Insured-Unsubsidized,Woodside Village,17443400.0,10/1/2049 12:00:00 AM,
Willoughby                  ,800240650.0,Insured-Unsubsidized,PINE RIDGE A-E,10200000.0,12/1/2049 12:00:00 AM,Large
Pomona                      ,800242925.0,Insured-Unsubsidized,Park Grand Apartments,5934500.0,8/1/2051 12:00:00 AM,Large
Davenport                   ,800242931.0,Insured-Unsubsidized,GORDAN VAN TINE LOFTS,17067800.0,12/1/2058 12:00:00 AM,
Union                       ,800242936.0,Insured-Unsubsidized,Cloutier - Crawford Commons,1550000.0,9/1/2047 12:00:00 AM,Low-Medium
Spokane                     ,800240959.0,Insured-Unsubsidized,Copper Hill,14237500.0,1/1/2050 12:00:00 AM,
Selma                       ,800240996.0,Insured-Unsubsidized,Addison Way Apartments,2474800.0,6/1/2050 12:00:00 AM,High-Medium
